a,b,c,d,e,f,01-02,01-03,01-04,01-05,01-06,01-09,01-10,01-11,01-12,01-13,01-16,01-17,01-18,01-19,01-20,01-23,01-24,01-25,01-26,01-31,02-01,02-02,02-03,02-06,02-07,02-08,02-09,02-10,02-13,02-14,02-15,02-16,02-17,02-20,02-21,02-22,02-23,02-24,02-27,02-28,03-02,03-03,03-06,03-07,03-08,03-09,03-10,03-13,03-14,03-15,03-16,03-17,03-20,03-21,03-22,03-23,03-24,03-27,03-28,03-29,03-30,03-31,04-03,04-04,04-05,04-06,04-07,04-10,04-11,04-12,04-13,04-14,04-17,04-18,04-19,04-20,04-21,04-24,04-25,04-26,04-27,04-28,05-02,05-04,05-08,05-10,05-11,05-12,05-15,05-16,05-17,05-18,05-19,05-22,05-23,05-24,05-25,05-26,05-29,05-30,05-31,06-01,06-02,06-05,06-07,06-08,06-09,06-12,06-13,06-14,06-15,06-16,06-19,06-20,06-21,06-22,06-23,06-26,06-27,06-28,06-29,06-30,07-03,07-04,07-05,07-06,07-07,07-10,07-11,07-12,07-13,07-14,07-17,07-18,07-19,07-20,07-21,07-24,07-25,07-26,07-27,07-28,07-31,08-01,08-02,08-03,08-04,08-07,08-08,08-09,08-10,08-11,08-14,08-16,08-17,08-18,08-21,08-22,08-23,08-24,08-25,08-28,08-29,08-30,08-31,09-01,09-04,09-05,09-06,09-07,09-08,09-11,09-12,09-13,09-14,09-15,09-18,09-19,09-20,09-21,09-22,09-25,09-26,09-27,09-28,09-29,10-10,10-11,10-12,10-13,10-16,10-17,10-18,10-19,10-20,10-23,10-24,10-25,10-26,10-27,10-30,10-31,11-01,11-02,11-03,11-06,11-07,11-08,11-09,11-10,11-13,11-14,11-15,11-16,11-17,11-20,11-21,11-22,11-23,11-24,11-27,11-28,11-29,11-30,12-04,12-05,12-06,12-07,12-08,12-11,12-12,12-13,12-14,12-15,12-18,12-19,12-20,12-21,12-22,12-26,12-27,12-28,12-29,
소매,갈치,강원,냉동(1마리),중품,2017,8490,8490,8490,8490,8490,8490,8490,8490,6000,6000,6000,6000,6000,7490,7490,7490,7490,7490,,,7490,7490,7490,,,,10000,10000,10000,10000,10000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,7990,7990,7990,7990,7990,7990,7990,9990,9990,9990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,6500,6500,6500,6500,6500,6500,6500,6500,6500,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,,,,,,,,7990,7990,7990,6990,6990,6990,6990,6990,7990,7990,7990,,,,,,,,,,7990,,,,,,,,7990,,,,,,,,,,,,,,,,,,,,,,7990,,7990,7990,,,,,,7990,7990,,,,,,,7490,7990,7990,7990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,5990,5990,5990,5990,5990,5990,5990,6990,6990,6990,6990,5490,5490,5490,5490,5490,5490,5490,5490,5490,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,7578
소매,갈치,강원,생선(1마리),중품,2017,9990,9990,9990,9990,9990,9990,9990,9990,10900,10900,10900,11900,11900,11900,11900,11900,10900,10900,10900,10900,10900,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,12900,12900,11900,11900,11900,11900,9900,9900,9900,9900,9900,,,11900,11900,11900,,11900,11900,11900,11900,11900,11900,11900,11900,11900,,,,,,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,,11900,9990,9990,9990,,,11900,11900,11900,11900,11900,7990,7990,7990,11990,11900,11900,11900,11900,11900,11900,11900,11900,,,,,,,,,,,,11900,11900,11900,11900,7990,7990,7990,6490,6490,6490,6490,,6990,6990,6990,6990,,,6990,6990,6990,6990,5990,5990,5990,5990,5990,4645,4645,4645,4645,3300,4645,4645,5990,5990,4645,5990,4945,4945,5445,5445,6297,7495,7495,7495,7495,7495,7495,7495,7495,7995,7995,7995,7995,7995,7995,7995,7995,7995,7995,9000,,,,7990,7990,7990,7990,7990,,,8490,8490,8490,8490,8490,,,8490,8490,8490,7490,7490,7490,7490,7490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,7990,7990,7990,7990,,,,,,7990,7990,7990,7990,,,7990,7990,7990,7990,7990,7990,7990,7990,7990,8910
소매,갈치,경기,냉동(1마리),중품,2017,8490,8490,8490,8490,8490,8490,8490,8490,6000,6000,6000,6000,6000,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,10000,10000,10000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,7900,7900,7990,7990,7990,7990,7990,9900,9900,9900,7990,7990,7990,7145,7145,7145,7145,7145,8130,8130,8130,8130,7145,7145,6400,6400,6400,6550,6550,6400,6400,6400,7385,7630,7630,7630,7630,7630,7630,7630,7630,7630,7630,7630,7630,7630,6295,6295,6295,6295,6295,6295,6295,6295,6295,6795,6795,6795,6795,6795,6795,6795,6795,6795,6795,6460,6460,6460,4930,6460,6460,6460,6460,6460,6460,5645,5645,7990,7990,6460,6460,6460,6460,6460,6460,6460,7990,7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7990,7990,,7990,7990,7990,7990,7990,7990,7990,,,,,,,,,,7990,7990,7490,7490,7490,7490,7490,6045,6045,6045,6045,7490,7490,7490,6990,6990,6990,5795,5795,6990,5795,5795,6795,6795,6795,6795,6795,6795,6795,6795,6795,6795,6795,6795,6795,6045,6045,6045,6045,5210,5210,5210,5210,5210,5210,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,7049
소매,갈치,경기,생선(1마리),중품,2017,8995,8995,8995,8995,8995,8995,8995,8995,9450,9450,10900,11900,11900,11900,11900,10900,10900,10900,10900,10900,10900,10900,10900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,12900,12900,11900,10450,9450,9900,9900,9900,9900,9900,9900,9900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,9950,10450,10450,10950,10950,9995,9995,9995,10950,10950,10950,10950,11950,11950,11950,9995,9995,9995,11950,11950,11900,11900,11900,11900,11900,11900,11900,11900,11900,9950,9950,9450,9450,9450,9950,9950,9950,9950,9950,9950,7450,7495,7495,7990,7990,6245,6245,6245,7245,7245,6995,6995,6495,5995,5995,5995,6495,6495,6495,6495,5995,5995,5995,5995,6630,6630,7297,8663,8663,8663,8663,8995,8995,8995,7160,7960,8497,6495,6995,6495,5863,5863,5863,6197,5973,5973,6087,6087,6530,6530,6530,6530,6530,6530,6530,6530,6530,6863,7495,8995,8995,7995,7995,6360,6573,6573,6573,6573,7097,7097,6740,6610,7220,8490,7220,7220,6545,8490,,8490,7490,7490,7490,7490,7490,7490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,8667
소매,갈치,경북,생선(1마리),중품,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,3300,3300,3300,3300,3300,3300,3300,3600,3600,3600,3300,3300,3300,,,,,3900,3600,3600,3600,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3610
소매,갈치,광주,냉동(1마리),중품,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,7900,7900,7900,7900,7900,7900,7900,9900,9900,9900,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,6500,6500,6500,6500,6500,6500,6500,6500,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,8990,5990,5990,5990,5990,7990,7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7990,7990,7990,7990,,,,7490,7490,7490,7490,7490,,,,,,,,,,,,,,,,5990,5990,5990,5990,5990,,,,,,6990,5490,5490,5490,5490,5490,5490,5490,5490,5990,5990,5990,5990,5990,,,,,,,7625
소매,갈치,광주,생선(1마리),중품,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900,12900,12900,11900,11900,11900,11900,,9900,9900,9900,9900,,,,,,,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,,,,,,,,,,,,,,11900,11900,11900,11900,11900,11900,11900,11900,,,11900,11900,11900,11900,,,,,11900,11900,,,,,,,,,,,,,,,,,,11900,11900,11900,11900,11900,7990,7990,,,,6490,6990,6990,6990,6990,6990,6990,6990,6990,6990,,,,,,,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,9990,9990,7990,7990,7990,7990,7990,7990,7990,,,8490,8490,8490,8490,8490,,,,,,8490,8490,,,,,,,,,,,,,,,,,,,8490,8490,8490,8490,8490,7990,,,,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,8793
소매,갈치,대구,냉동(1마리),중품,2017,8490,8490,8490,,8490,8490,8490,8490,6000,6000,6000,6000,6000,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,10000,,10000,,,,9900,9900,,,,,9900,,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,7990,7990,7990,7990,7990,7990,,9900,9900,9900,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,6500,6500,6500,6500,6500,6500,6500,6500,6500,6990,6990,6990,6990,6990,6990,6990,6990,6990,,,,,,,,,6990,6990,6990,6990,6990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,,,,,,,,,,,,,,,,,7990,7990,,,,,,,7990,7990,,,7990,7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,7990,,,,,,,,,,7990,,,,,,,7490,7490,7490,,,,,,,,,,6990,6990,6990,,,,,,5990,,5990,5990,5990,,,6990,6990,6990,6990,5490,5490,5490,5490,5490,5490,5490,5490,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,7534
소매,갈치,대구,생선(1마리),중품,2017,,,,9990,9990,9990,9990,10900,10900,10900,10900,11900,11900,,,10900,10900,10900,10900,,,,,,11900,11900,11900,11900,,11900,11900,,11900,11900,12900,12900,11900,11900,,9900,9900,9900,9900,9900,9900,,,,,11900,11900,11900,11900,11900,11900,,11900,,,,,,,11900,11900,11900,11900,11900,11900,11900,,,,11900,11900,11900,,,,,,,,,9990,9990,11900,11900,11900,11900,11900,,,,,,,,,,,,,,,,,,,,,,,,11900,11900,11900,11900,11900,,7990,7990,7990,7990,6490,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,,6990,5990,5990,5990,5990,5990,,,5990,5990,,,5990,5990,5990,5990,5990,5990,5990,5990,5990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,,9990,9990,7990,7990,7990,7990,7990,7990,7990,,8490,8490,8490,8490,8490,8490,,,8490,8490,8490,7490,7490,7490,7490,7490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,,8490,,7990,7990,,,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,8923
소매,갈치,대전,생선(1마리),중품,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,6000,6000,6000,6000,4650,4650,6000,6000,4650,4650,4650,4650,4650,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,5500,5500,5500,5500,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5712
소매,갈치,부산,냉동(1마리),중품,2017,8490,8490,8490,8490,8490,8490,8490,8490,6000,6000,6000,6000,6000,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,8195,8195,7490,7490,7490,7490,9900,9900,8400,8400,8900,8900,8900,8900,8900,8900,9400,9400,9400,9400,9400,9400,9900,9900,9900,9900,9900,7990,7990,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,8445,7945,7200,6500,6500,6500,6500,6500,6500,6500,6500,6500,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6945,6945,6945,6945,6945,6445,6945,7990,7990,7990,7990,7990,7990,7990,7945,7945,7945,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,6990,6990,6990,6990,6990,6990,6990,6990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7490,7490,7490,7490,7490,7490,7490,7490,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,5990,5990,5990,5990,5990,6990,6990,6990,6990,6990,5490,5490,5490,5490,5490,5490,5490,5490,5490,5990,5445,5445,5445,5445,4960,4960,5990,5990,5990,5990,7640
소매,갈치,부산,생선(1마리),중품,2017,9945,9445,9445,9945,9945,9945,9945,10445,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,,9900,9900,10900,10900,10900,10900,10900,10900,11400,11400,10810,10810,12350,12850,11400,10900,10900,10900,11900,11900,11900,11900,12850,12850,12350,12800,12800,12800,12800,12800,12800,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,12350,12350,12350,12350,12350,12350,12350,12350,9895,8445,8445,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400,11900,11900,11900,11900,11900,11900,11900,11900,11900,8900,8900,8900,8900,9400,8200,8200,11900,11900,11900,11900,11900,11900,11900,11900,7990,7990,7990,7990,6695,6695,6695,6695,6695,6945,6945,6945,6945,6945,6945,6945,6945,6945,6445,5945,5945,6445,6445,6445,5945,5945,5945,6445,6445,6445,6445,6445,5945,5945,5945,5945,6445,6445,6445,6445,6445,6445,6445,6445,6195,6195,6195,6195,6195,6445,6445,6445,5745,5745,6445,6445,6945,6945,6945,7445,7185,7185,7185,7185,7445,7445,7445,7445,7695,7695,7695,7695,7695,7695,7695,7695,7695,7695,6850,6850,7195,7195,7195,7195,7195,7195,7195,8195,8195,8195,8195,8195,8195,8695,8695,8695,8695,8195,7395,7395,7395,7395,7395,7945,7445,7445,7445,7445,7445,7445,7445,7445,7945,7945,7945,7445,7445,7945,7945,7945,7945,7445,7445,8734
소매,갈치,서울,냉동(1마리),중품,2017,8490,8490,8490,8490,8490,8490,8490,8490,6000,6000,6000,6000,6000,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,9990,9990,9990,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,7990,7990,7990,7990,7990,7990,7990,7990,9900,9900,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,6500,6500,6500,6500,6500,6500,7650,7650,7650,7650,6990,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,8395,7895,7895,7895,7895,7895,7895,7895,7895,7895,8395,8395,8395,8395,8395,8395,5990,5990,5990,5990,5990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5990,5990,5990,5990,5990,5990,5990,5990,4990,4990,7799
소매,갈치,서울,생선(1마리),중품,2017,9990,9990,9990,9990,9990,9990,9990,9990,10900,10900,10900,10900,11900,11900,11900,10900,10900,10900,10900,10900,10900,10900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,12900,12900,11900,11900,9900,9900,9900,9900,9900,9900,9900,,,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11450,11450,11450,11450,11950,11950,11950,12567,12567,10995,10995,12495,12495,12495,13450,13450,13450,13450,13450,13450,13450,13450,12450,12450,12450,12450,12450,12450,12450,12450,12450,11900,11900,11900,11900,11900,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,6990,6990,6990,6950,6950,6950,6950,6950,6950,5950,5950,5950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,6950,7950,7950,7950,7950,7950,7950,7950,7950,8490,8490,8490,8490,8490,8490,,8490,8490,8490,7490,7490,7490,7490,7490,7490,7490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,9962
소매,갈치,울산,냉동(1마리),중품,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,6500,6500,6500,6500,6500,6500,6500,6500,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490,,,,,,,,,,,,,,,,,6816
소매,갈치,울산,생선(1마리),중품,2017,9990,9990,9990,9990,9990,9990,9990,9990,10900,,,11900,11900,11900,11900,11900,10900,10900,10900,8990,8990,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,12900,11900,11900,11900,11900,11900,11900,11900,,,,,,,,,,,,,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,,9990,9990,11900,11900,11900,11900,11900,11900,11900,,,,,,,,,11900,11900,11900,11900,11900,11900,11900,11900,10950,10950,10950,10950,10950,10950,10950,10950,10950,10000,10000,8995,8995,8995,7245,7245,7245,7245,7495,7495,7495,7495,7495,8495,8495,8495,8495,8495,8495,7995,7995,7995,7995,7995,7995,7995,7995,7995,7995,7995,7995,6995,6995,7495,6995,6995,6995,6995,6995,6995,6995,6995,6995,6995,7495,7495,7495,7495,7495,7495,7495,7495,7495,7495,7495,7495,7495,7495,7495,7495,7995,7995,7995,7995,7995,7995,7995,7995,7995,8245,8245,8245,8245,8245,8245,7745,8245,8245,8245,7595,7595,7595,7595,7595,8245,8245,8245,8245,8245,8245,9245,9245,9245,9245,9245,9245,9245,9245,9245,8995,8995,8995,8995,8995,10000,10000,10000,10000,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,9090
소매,갈치,인천,생선(1마리),중품,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3300,,,,3300,3300,3300,3300,3300,,,,,,,3300,3300,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300
소매,갈치,전남,냉동(1마리),중품,2017,8490,8490,8490,,,,,8490,6000,6000,6000,6000,6000,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,7490,10000,10000,10000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,7990,7990,7990,7990,7990,7990,7990,9900,9900,9900,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,6500,6500,6500,6500,6500,6500,6500,6500,6500,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,6990,6990,6990,7990,7990,7990,7990,7990,8990,8990,8990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7490,7490,7490,7490,7490,7490,7490,7490,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,6990,5990,5990,5990,5990,5990,6990,6990,6990,6990,6990,5490,5490,5490,5490,5490,5490,5490,5490,5490,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,7670
소매,갈치,전남,생선(1마리),중품,2017,9990,9990,9990,9990,9990,9990,9990,9450,9450,9450,9450,9950,9950,9950,9950,9450,9450,9450,9450,8495,8495,8495,8495,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,12900,12900,11900,11900,9900,9900,9900,9900,9900,9900,9900,,,,,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,9990,9990,9990,9990,9990,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,11900,7495,7495,7495,7495,6495,6495,6495,6495,5995,5995,6245,6495,6495,6495,6495,6495,6495,6495,5995,5995,5995,5745,5745,6160,6160,5995,5995,5995,5995,5995,5995,5995,5995,6160,6160,6160,6660,6660,6995,6995,6995,6995,7160,7160,7160,7160,6995,6995,6995,6995,6995,6995,6995,6995,6995,7495,7495,8995,8995,7995,7995,7995,7995,7995,7995,7995,7995,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,8245,7745,7745,7745,7490,7490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7990,7995,7995,8743
소매,건멸치,강원,건멸치(100g),중품,2017,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2297,2460,2460,2460,2460,2460,2460,2460,2460,2477,2643,2643,2643,2643,2643,2477,2477,1980,1980,1980,2477,2477,2477,2477,2477,2477,2477,2477,2477,2533,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2037,2037,2037,2060,2060,2060,2060,2060,2060,2723,2723,2723,2723,2723,2557,2557,2557,2557,2557,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2723,2723,2723,2060,2037,2533,2533,2533,2533,2533,2533,2533,2533,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2227,2227,2227,2227,2227,2227,2327,2327,2327,2327,2327,2327,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2293,2293,2293,2293,2293,2293,2293,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2424
